Number,Sale.Date,Full Address,Bathrooms,Age,Total$,Land Area m2,Flrm2,Land$,Capital$,Brms,Pirimai,Onekawa,Marewa,Hospital Hill,Bluff Hill,flooding_status,flooding_zone
11797,09/02/2021,78 Oak Rd,2,0,"$685,000",247,0,"$650,000","$650,000",4,0,0,0,0,0,1,0
11768,02/02/2021,Oak Rd,,RB,"$535,000",1761,0,"$975,000","$975,000",0,0,0,0,0,0,1,0
11769,02/02/2021,75 Oak Rd,2,0,"$535,000",1761,0,"$525,000","$525,000",3,0,0,0,0,0,1,0
11756,01/02/2021,Oak Rd,,RB,"$400,000",639,0,"$975,000","$975,000",0,0,0,0,0,0,1,0
11757,01/02/2021,89 Oak Rd,2,0,"$400,000",639,0,"$380,000","$380,000",4,0,0,0,0,0,1,0
11737,28/01/2021,1 Pelorus Av,2,RB,"$349,500",547,0,"$10,200,000","$10,200,000",3,0,0,0,0,0,0,0
11738,28/01/2021,19 MONOWAI ST,2,0,"$349,500",547,0,"$315,000","$315,000",3,0,0,0,0,0,0,0
11721,27/01/2021,5 MONOWAI ST,2,0,"$329,600",546,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11715,26/01/2021,1 Pelorus Av,2,RB,"$327,000",591,0,"$10,200,000","$10,200,000",3,0,0,0,0,0,0,0
11718,26/01/2021,23 MONOWAI ST,1,0,"$327,000",608,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11716,26/01/2021,39 Pelorus Av,2,0,"$327,000",591,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
11712,25/01/2021,15 Rangataiki Pl,2,0,"$276,000",32000,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
11683,18/01/2021,19 Rangataiki Pl,2,0,"$281,739",535,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
11680,15/01/2021,25 Coronation St,1,RB,"$605,000",3940,0,"$2,000,000","$2,000,000",-,0,0,0,0,0,0,0
11676,15/01/2021,5 Tu Atu St,4,0,"$600,000",325,0,"$580,000","$580,000",3,0,0,0,0,0,0,0
11681,15/01/2021,33 Coronation St,2,0,"$605,000",3940,0,"$600,000","$600,000",3,0,0,0,0,0,0,0
11679,15/01/2021,5 Rangataiki Pl,2,0,"$303,000",611,0,"$300,000","$300,000",3,0,0,0,0,0,0,0
11674,14/01/2021,25 Coronation St,1,0,"$595,000",427,0,"$585,000","$585,000",-,0,0,0,0,0,0,0
11662,11/01/2021,100 Eriksen Rd,1,RB,"$1,200,000",6800,0,"$1,225,000","$1,225,000",-,0,0,0,0,0,1,0
11663,11/01/2021,104 Eriksen Rd,2,RB,"$1,200,000",6800,0,"$1,225,000","$1,225,000",3,0,0,0,0,0,1,0
11665,11/01/2021,9 Rangataiki Pl,2,0,"$291,000",32000,0,"$285,000","$285,000",4,0,0,0,0,0,1,0
11618,18/12/2020,1 Tu Atu St,1,0,"$585,000",358,0,"$580,000","$580,000",-,0,0,0,0,0,0,0
11619,18/12/2020,40 A King St,1,0,"$305,000",506,0,"$265,000","$265,000",3,0,0,0,0,0,0,0
11609,16/12/2020,Oak Rd,,RB,"$390,000",1597,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
11610,16/12/2020,72 Oak Rd,1,0,"$390,000",1597,0,"$390,000","$390,000",-,0,0,0,0,0,0,0
11599,16/12/2020,66 Douglas McLean Av,1,0,"$226,226",433,0,"$200,000","$205,000",2,0,0,0,0,0,0,0
11598,16/12/2020,66 A Douglas McLean Av,1,0,"$226,226",387,0,"$200,000","$205,000",3,0,0,0,0,0,0,0
11597,16/12/2020,80 A King St,1,0,"$275,000",377,0,"$255,000","$255,000",1,0,0,0,0,0,0,0
11573,15/12/2020,3 WHANGAEHU PL,2,0,"$283,478",488,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
11574,15/12/2020,7 WHANGAEHU PL,2,0,"$278,260",488,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
11575,15/12/2020,11 WHANGAEHU PL,2,0,"$325,000",488,0,"$275,000","$275,000",4,0,0,0,0,0,0,0
11577,15/12/2020,14 WHANGAEHU PL,2,0,"$291,035",552,0,"$285,000","$285,000",4,0,0,0,0,0,0,0
11578,15/12/2020,4 WHANGAEHU PL,2,0,"$293,043",563,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
11579,15/12/2020,6 WHANGAEHU PL,3,0,"$293,043",563,0,"$285,000","$285,000",4,0,0,0,0,0,0,0
11580,15/12/2020,10 WHANGAEHU PL,2,0,"$283,478",570,0,"$280,000","$280,000",4,0,0,0,0,0,0,0
11581,15/12/2020,8 WHANGAEHU PL,2,0,"$292,174",570,0,"$285,000","$285,000",4,0,0,0,0,0,0,0
11582,15/12/2020,15 WHANGAEHU PL,2,0,"$345,000",572,0,"$280,000","$280,000",4,0,0,0,0,0,0,0
11583,15/12/2020,54 Kenny Rd,2,0,"$347,000",573,0,"$290,000","$290,000",3,0,0,0,0,0,0,0
11584,15/12/2020,50 Kenny Rd,2,0,"$341,500",573,0,"$290,000","$290,000",3,0,0,0,0,0,0,0
11585,15/12/2020,22 WHANGAEHU PL,2,0,"$348,000",573,0,"$280,000","$280,000",4,0,0,0,0,0,0,0
11592,15/12/2020,5 WHANGAEHU PL,2,0,"$278,260",15896,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
11594,15/12/2020,16 WHANGAEHU PL,2,0,"$363,000",15896,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
11534,9/12/2020,18 WHANGAEHU PL,2,0,"$313,913",552,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
11536,9/12/2020,46 Kenny Rd,2,0,"$335,000",573,0,"$290,000","$290,000",4,0,0,0,0,0,0,0
11503,3/12/2020,25 Coronation St,1,RB,"$580,000",3940,0,"$2,000,000","$2,000,000",-,0,0,0,0,0,0,0
11504,3/12/2020,29 Coronation St,3,0,"$580,000",3940,0,"$580,000","$580,000",2,0,0,0,0,0,0,0
11483,1/12/2020,252 A Te Awa Av,1,0,"$295,000",621,0,"$350,000","$350,000",0,0,0,0,0,0,0,0
11481,30/11/2020,Oak Rd,,RB,"$530,000",1209,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
11482,30/11/2020,77 Oak Rd,2,0,"$530,000",1209,0,"$530,000","$530,000",4,0,0,0,0,0,0,0
11441,24/11/2020,Oak Rd,,RB,"$385,000",626,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
11436,23/11/2020,Oak Rd,,RB,"$345,000",1039,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
11437,23/11/2020,65 Oak Rd,1,0,"$345,000",1039,0,"$345,000","$345,000",-,0,0,0,0,0,0,0
11424,20/11/2020,1 Pelorus Av,2,RB,"$365,000",591,0,"$10,200,000","$10,200,000",3,0,0,0,0,0,0,0
11425,20/11/2020,39 Pelorus Av,2,0,"$365,000",591,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
11396,16/11/2020,71 Oak Rd,2,RB,"$700,000",755,0,"$840,000","$850,000",4,0,0,0,0,0,0,0
11397,16/11/2020,97 Oak Rd,1,0,"$700,000",755,0,"$700,000","$700,000",-,0,0,0,0,0,0,0
11353,9/11/2020,91 Avondale Rd,1,0,"$838,000",961,0,"$280,000","$280,000",4,0,0,0,0,0,0,0
11337,6/11/2020,71 Oak Rd,2,RB,"$520,000",1171,0,"$840,000","$850,000",4,0,0,0,0,0,0,0
11338,6/11/2020,74 Oak Rd,3,0,"$520,000",1171,0,"$520,000","$520,000",3,0,0,0,0,0,0,0
11333,6/11/2020,69 Hunter Dr,2,0,"$298,125",666,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
11310,2/11/2020,178 Guppy Rd,2,0,"$1,975,000",2738,0,"$1,970,000","$2,110,000",2,0,0,0,0,0,0,0
11305,31/10/2020,9 A Lowther Pl,2,0,"$787,000",500,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
11279,29/10/2020,4 Rangataiki Pl,2,0,"$244,347",536,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
11222,19/10/2020,Oak Rd,,RB,"$537,000",1531,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
11223,19/10/2020,76 Oak Rd,2,0,"$537,000",1531,0,"$535,000","$535,000",3,0,0,0,0,0,0,0
11203,15/10/2020,11 Buchanan St,2,0,"$315,000",1500,0,"$315,000","$315,000",4,0,0,0,0,0,0,0
11176,13/10/2020,42 A Murphy Rd,1,0,"$290,000",443,0,"$175,000","$175,000",0,0,0,0,0,0,0,0
11161,9/10/2020,Oak Rd,,RB,"$350,000",713,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
11162,9/10/2020,69 Oak Rd,2,0,"$350,000",713,0,"$350,000","$350,000",4,0,0,0,0,0,0,0
11134,5/10/2020,68 Milton Rd,1,0,"$330,000",799,0,"$225,000","$225,000",4,0,0,0,0,1,0,1
11119,2/10/2020,119 A Taradale Rd,2,0,"$650,000",429,0,"$235,000","$235,000",3,1,0,0,0,0,0,1
11090,1/10/2020,1 Pelorus Av,2,RB,"$312,880",517,0,"$10,200,000","$10,200,000",3,0,0,0,0,0,0,0
11096,1/10/2020,66 Pelorus Av,1,0,"$307,000",568,0,"$320,000","$320,000",-,0,0,0,0,0,0,0
11101,1/10/2020,38 Aspiring Dr,2,0,"$294,000",600,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11111,1/10/2020,1 MONOWAI ST,1,0,"$335,000",770,0,"$350,000","$350,000",3,0,0,0,0,0,0,0
11080,1/10/2020,38 B Aspiring Dr,2,0,"$294,000",300,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11085,1/10/2020,6 MONOWAI ST,1,0,"$293,500",472,0,"$315,000","$315,000",3,0,0,0,0,0,0,0
11087,1/10/2020,14 MONOWAI ST,1,0,"$273,913",479,0,"$310,000","$310,000",3,0,0,0,0,0,0,0
11088,1/10/2020,15 MONOWAI ST,1,0,"$288,782",495,0,"$310,000","$310,000",3,0,0,0,0,0,0,0
11089,1/10/2020,18 MONOWAI ST,2,0,"$278,260",499,0,"$310,000","$310,000",3,0,0,0,0,0,0,0
11091,1/10/2020,16 MONOWAI ST,2,0,"$312,880",517,0,"$315,000","$315,000",3,0,0,0,0,0,0,0
11092,1/10/2020,4 MONOWAI ST,1,0,"$315,000",539,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11094,1/10/2020,19 MONOWAI ST,2,0,"$300,000",547,0,"$315,000","$315,000",3,0,0,0,0,0,0,0
11097,1/10/2020,10 MONOWAI ST,1,0,"$340,500",569,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11099,1/10/2020,62 Pelorus Av,2,0,"$302,800",575,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11102,1/10/2020,22 MONOWAI ST,2,0,"$310,000",600,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11103,1/10/2020,41 Pelorus Av,2,0,"$330,000",612,0,"$320,000","$320,000",3,0,0,0,0,0,0,0
11105,1/10/2020,12 MONOWAI ST,2,0,"$360,000",630,0,"$325,000","$325,000",3,0,0,0,0,0,0,0
11110,1/10/2020,17 MONOWAI ST,1,0,"$360,500",688,0,"$330,000","$330,000",3,0,0,0,0,0,0,0
11084,1/10/2020,8 MONOWAI ST,1,0,"$335,000",472,0,"$315,000","$315,000",4,0,0,0,0,0,0,0
11093,1/10/2020,7 MONOWAI ST,1,0,"$298,000",545,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
11095,1/10/2020,58 Pelorus Av,2,0,"$331,000",559,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
11100,1/10/2020,68 Pelorus Av,2,0,"$340,200",595,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
11104,1/10/2020,20 MONOWAI ST,2,0,"$318,000",624,0,"$325,000","$325,000",4,0,0,0,0,0,0,0
11106,1/10/2020,34 Aspiring Dr,2,0,"$336,000",636,0,"$325,000","$325,000",4,0,0,0,0,0,0,0
11107,1/10/2020,21 MONOWAI ST,2,0,"$335,500",651,0,"$325,000","$325,000",4,0,0,0,0,0,0,0
11108,1/10/2020,9 MONOWAI ST,1,0,"$331,000",660,0,"$330,000","$330,000",4,0,0,0,0,0,0,0
11114,1/10/2020,60 Pelorus Av,3,0,"$325,000",5730,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
11060,29/09/2020,42 Hunter Dr,2,0,"$289,000",413,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
11061,29/09/2020,44 Hunter Dr,2,0,"$289,000",421,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
11048,26/09/2020,37 Coronation St,2,0,"$605,000",302,0,"$605,000","$605,000",3,0,0,0,0,0,0,0
11041,25/09/2020,3 MONOWAI ST,2,0,"$351,000",681,0,"$330,000","$330,000",3,0,0,0,0,0,0,0
11023,24/09/2020,1 Pelorus Av,2,RB,"$305,000",561,0,"$10,200,000","$10,200,000",3,0,0,0,0,0,0,0
11024,24/09/2020,64 Pelorus Av,3,0,"$305,000",561,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
11012,23/09/2020,90 Hunter Dr,2,0,"$810,000",524,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
11015,23/09/2020,29 Wai Whatu St,1,0,"$417,392",596,0,"$305,000","$305,000",-,0,0,0,0,0,0,0
11006,22/09/2020,24 Rangataiki Pl,2,0,"$255,000",476,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
11007,22/09/2020,9 Rangataiki Pl,2,0,"$253,043",575,0,"$285,000","$285,000",4,0,0,0,0,0,0,0
10989,18/09/2020,71 Oak Rd,2,0,"$313,043",759,0,"$350,000","$350,000",4,0,0,0,0,0,0,0
10972,16/09/2020,78 Rogers Rd,3,0,"$500,000",2094,0,"$385,000","$385,000",3,0,0,0,0,0,0,0
10946,14/09/2020,Oak Rd,,RB,"$544,000",814,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
10947,14/09/2020,81 Oak Rd,2,0,"$544,000",814,0,"$540,000","$540,000",-,0,0,0,0,0,0,0
10943,14/09/2020,1 B Pembroke St,1,0,"$285,000",467,0,"$255,000","$255,000",3,0,0,0,0,0,0,0
10938,12/09/2020,Oak Rd,,RB,"$530,000",1084,0,"$975,000","$975,000",0,0,0,0,0,0,1,0
10939,12/09/2020,79 Oak Rd,1,0,"$530,000",1084,0,"$530,000","$530,000",-,0,0,0,0,0,1,0
10928,10/09/2020,30 Rangataiki Pl,2,0,"$284,000",32000,0,"$280,000","$280,000",4,0,0,0,0,0,0,0
10915,09/09/2020,36 Hunter Dr,2,0,"$305,000",558,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
10891,07/09/2020,18 Rangataiki Pl,2,0,"$258,000",460,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
10892,07/09/2020,8 Rangataiki Pl,2,0,"$278,000",535,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
10893,07/09/2020,15 Rangataiki Pl,2,0,"$240,000",535,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
10894,07/09/2020,2 Rangataiki Pl,2,0,"$279,000",539,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
10896,07/09/2020,1 Rangataiki Pl,2,0,"$296,000",587,0,"$290,000","$290,000",3,0,0,0,0,0,0,0
10897,07/09/2020,3 Rangataiki Pl,2,0,"$303,000",611,0,"$300,000","$300,000",4,0,0,0,0,0,0,0
10886,04/09/2020,5 A Savage Cr,2,0,"$177,000",441,0,"$180,000","$190,000",3,0,0,1,0,0,0,1
10885,04/09/2020,31 A Masefield Av,2,0,"$200,000",315,0,"$70,000","$90,000",2,0,0,0,0,0,0,0
10887,04/09/2020,12 Rangataiki Pl,2,0,"$273,000",527,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
10876,03/09/2020,20 Rangataiki Pl,2,0,"$261,000",460,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
10869,02/09/2020,29 A Masefield Av,1,0,"$165,000",350,0,"$70,000","$70,000",3,0,0,0,0,0,0,0
10872,02/09/2020,28 Rangataiki Pl,2,0,"$295,000",583,0,"$290,000","$290,000",3,0,0,0,0,0,0,0
10862,01/09/2020,16 Rangataiki Pl,2,0,"$268,000",505,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
10864,01/09/2020,10 Rangataiki Pl,2,0,"$268,000",32000,0,"$280,000","$280,000",3,0,0,0,0,0,0,0
10835,27/08/2020,98 Hunter Dr,2,0,"$309,000",510,0,"$300,000","$300,000",3,0,0,0,0,0,0,0
10837,27/08/2020,26 Rangataiki Pl,2,0,"$287,000",584,0,"$285,000","$285,000",3,0,0,0,0,0,0,0
10803,21/08/2020,3 A Coronation St,3,0,"$500,000",257,0,"$330,000","$330,000",0,0,0,0,0,0,0,0
10804,21/08/2020,35 Hunter Dr,2,0,"$280,000",459,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
10809,21/08/2020,54 Hunter Dr,3,0,"$340,000",859,0,"$300,000","$300,000",4,0,0,0,0,0,0,0
10772,17/08/2020,6 Manapouri St,2,0,"$300,000",619,0,"$255,000","$255,000",3,0,0,0,0,0,0,0
10768,15/08/2020,12 A Savage Cr,2,0,"$175,000",386,0,"$115,000","$115,000",3,0,0,1,0,0,0,1
10752,13/08/2020,83 Hunter Dr,2,0,"$689,000",348,0,"$250,000","$250,000",2,0,0,0,0,0,0,0
10745,12/08/2020,Oak Rd,,RB,"$340,000",514,0,"$975,000","$975,000",0,0,0,0,0,0,1,0
10746,12/08/2020,70 Oak Rd,2,0,"$340,000",514,0,"$340,000","$340,000",3,0,0,0,0,0,1,0
10735,10/08/2020,73 Oak Rd,2,0,"$341,000",691,0,"$350,000","$350,000",4,0,0,0,0,0,0,0
10731,10/08/2020,15 A Cambridge Tc,,0,"$350,000",503,0,"$270,000","$270,000",0,0,0,0,0,0,0,0
10730,10/08/2020,46 Hunter Dr,1,0,"$289,000",416,0,"$230,000","$230,000",2,0,0,0,0,0,0,0
10706,05/08/2020,123 Battery Rd,3,0,"$400,000",199,0,"$350,000","$350,000",4,0,0,0,0,1,0,1
10685,01/08/2020,276 A Kennedy Rd,2,0,"$260,000",404,0,"$170,000","$170,000",3,0,1,1,0,0,0,1
10683,31/07/2020,14 Manapouri St,2,0,"$360,000",672,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
10625,22/07/2020,1 A Coronation St,1,0,"$285,461",933,0,"$1,660,000","$1,660,000",0,0,0,0,0,0,0,0
10592,17/07/2020,18 Manapouri St,2,0,"$340,000",610,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
10577,15/07/2020,103 B Latham St,2,0,"$169,500",268,0,"$100,000","$100,000",3,0,0,1,0,0,0,1
10573,14/07/2020,3 Manapouri St,2,0,"$300,000",631,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
10543,09/07/2020,121 Battery Rd,3,0,"$400,000",202,0,"$350,000","$350,000",4,0,0,0,0,1,0,1
10536,08/07/2020,97 Hunter Dr,2,0,"$368,000",700,0,"$290,000","$290,000",3,0,0,0,0,0,0,0
10527,07/07/2020,80 Oak Rd,1,0,"$580,000",1710,0,"$580,000","$580,000",-,0,0,0,0,0,0,0
10528,07/07/2020,Oak Rd,,RB,"$580,000",8679,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
10526,07/07/2020,89 Hunter Dr,2,0,"$295,000",521,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
10458,25/06/2020,25 Coronation St,1,RB,"$585,000",3940,0,"$2,000,000","$2,000,000",-,0,0,0,0,0,0,0
10459,25/06/2020,27 Coronation St,3,0,"$585,000",3940,0,"$585,000","$585,000",3,0,0,0,0,0,0,0
10448,24/06/2020,27 Burness Rd,2,0,"$420,000",2538,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
10420,22/06/2020,18 Hunter Dr,2,0,"$292,500",514,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
10318,30/05/2020,Oak Rd,,RB,"$350,000",5370,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
10319,30/05/2020,61 Oak Rd,2,0,"$350,000",5370,0,"$340,000","$340,000",3,0,0,0,0,0,0,0
10301,27/05/2020,5 A Warwick Cr,2,0,"$251,000",452,0,"$195,000","$195,000",3,0,0,0,0,0,0,0
10290,25/05/2020,30 Aspiring Dr,1,0,"$340,000",701,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
10248,13/05/2020,4 Manapouri St,2,0,"$295,000",590,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
10246,12/05/2020,Oak Rd,,RB,"$435,000",8679,0,"$975,000","$975,000",0,0,0,0,0,0,1,0
10245,12/05/2020,109 Oak Rd,2,0,"$435,000",940,0,"$790,000","$790,000",3,0,0,0,0,0,1,0
10232,08/05/2020,3 A Ridgeway Tc,,0,"$382,000",1478,0,"$250,000","$250,000",0,0,0,0,0,0,0,0
10233,08/05/2020,3 A Ridgeway Tc,,0,"$382,000",1478,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
10197,29/04/2020,22 Hunter Dr,2,0,"$304,000",527,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
10181,12/04/2020,11 Arrow Pl,3,0,"$290,000",514,0,"$235,000","$235,000",4,0,0,0,0,0,1,0
10178,08/04/2020,5 Manapouri St,2,0,"$295,000",594,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
10132,19/03/2020,3 A Worcester St,2,0,"$251,000",424,0,"$210,000","$210,000",3,0,0,0,0,0,0,0
10017,26/02/2020,47 Kent Tc,,0,"$550,000",3685,0,"$400,000","$400,000",3,0,0,0,0,0,0,0
9991,21/02/2020,23 A Howard Rd,2,0,"$200,000",822,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
9982,20/02/2020,14 Ridgeway Tc,,0,"$567,000",2187,0,"$340,000","$350,000",0,0,0,0,0,0,0,0
9974,20/02/2020,56 Eriksen Rd,2,0,"$260,000",544,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
9960,19/02/2020,24 Hunter Dr,2,0,"$285,000",528,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
9921,14/02/2020,60 Hunter Dr,2,0,"$285,000",507,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
9924,14/02/2020,26 Hunter Dr,3,0,"$295,000",590,0,"$280,000","$280,000",4,0,0,0,0,0,0,0
9913,12/02/2020,250 Puketapu Rd,5,0,"$565,000",3712,0,"$395,000","$395,000",Beds,0,0,0,0,0,1,0
9898,10/02/2020,27 Young Pl,2,0,"$265,000",559,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
9854,31/01/2020,38 Pelorus Av,2,0,"$330,000",718,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
9847,29/01/2020,31 Jervois Rd,2,0,"$435,000",2748,0,"$345,000","$350,000",5,0,0,0,0,0,0,0
9828,27/01/2020,8 Ruahine Rd,2,0,"$300,000",660,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
9802,21/01/2020,40 Hunter Dr,2,0,"$285,000",579,0,"$280,000","$280,000",4,0,0,0,0,0,0,0
9772,15/01/2020,12 A Burness Rd,1,RB,"$291,000",650,0,"$470,000","$470,000",0,0,0,0,0,0,0,0
9773,15/01/2020,12 A Burness Rd,1,0,"$291,000",650,0,"$310,000","$310,000",0,0,0,0,0,0,0,0
9747,09/01/2020,19 Ridgeway Tc,,0,"$305,000",3805,0,"$260,000","$260,000",0,0,0,0,0,0,0,0
9673,16/12/2019,26 Hurunui Dr,2,0,"$275,000",483,0,"$230,000","$230,000",4,0,0,0,0,0,0,0
9636,10/12/2019,50 Hunter Dr,2,0,"$285,000",563,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
9628,9/12/2019,32 Aspiring Dr,2,0,"$290,000",586,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
9614,6/12/2019,643 A Marine Pd,,0,"$1,150,000",135,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
9590,2/12/2019,76 82 Geddis Av,,0,"$390,000",308,0,"$141,000","$141,000",0,0,0,0,0,0,0,0
9583,29/11/2019,23 C Waterhouse St,1,0,"$810,000",184,0,"$37,000","$37,000",0,0,0,0,0,0,0,0
9562,26/11/2019,76 82 Geddis Av,,1970,"$380,000",1773,0,"$141,000","$141,000",0,0,0,0,0,0,0,0
9534,21/11/2019,74 Geddis Av,1,0,"$390,000",495,0,"$70,000","$70,000",3,0,0,0,0,0,0,0
9538,21/11/2019,76 82 Geddis Av,,0,"$390,000",1773,0,"$141,000","$141,000",0,0,0,0,0,0,0,0
9496,14/11/2019,76 Rogers Rd,2,0,"$380,050",1716,0,"$270,000","$270,000",3,0,0,0,0,0,0,0
9495,14/11/2019,19 Manapouri St,2,0,"$330,000",623,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
9473,12/11/2019,119 A Taradale Rd,2,0,"$210,000",429,0,"$123,000","$123,000",3,1,0,0,0,0,0,1
9474,12/11/2019,23 Young Pl,2,0,"$265,000",544,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
9475,12/11/2019,30 Young Pl,2,0,"$285,000",581,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
9432,5/11/2019,91 A Puketapu Rd,1,0,"$229,000",419,0,"$205,000","$205,000",0,0,0,0,0,0,0,0
9436,5/11/2019,328 Riverbend Rd,2,0,"$385,000",3575,0,"$300,000","$300,000",4,0,1,0,0,0,0,1
9424,3/11/2019,29 Young Pl,2,0,"$300,000",549,0,"$220,000","$220,000",4,0,0,0,0,0,0,0
9371,24/10/2019,27 Arrow Pl,2,0,"$260,000",474,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
9310,13/10/2019,91 B Puketapu Rd,1,0,"$230,000",415,0,"$205,000","$205,000",0,0,0,0,0,0,0,0
9283,8/10/2019,73 Hunter Dr,2,0,"$289,000",549,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
9272,4/10/2019,257 A Georges Dr,1,0,"$230,000",440,0,"$180,000","$180,000",0,0,0,0,0,0,0,0
9267,3/10/2019,1 Pelorus Av,2,RB,"$301,300",619,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
9261,2/10/2019,28 Aspiring Dr,1,0,"$273,913",604,0,"$250,000","$250,000",-,0,0,0,0,0,0,0
9237,27/09/2019,28 A Burns Rd,1,0,"$120,000",2152,0,"$95,000","$100,000",0,0,0,0,1,0,0,1
9221,26/09/2019,1 Pelorus Av,2,RB,"$286,956",701,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
9222,26/09/2019,30 Aspiring Dr,1,0,"$286,956",701,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
9220,26/09/2019,25 Gee Pl,2,0,"$298,500",686,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
9141,10/09/2019,1 Pelorus Av,2,RB,"$300,000",181260,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
9138,10/09/2019,10 Manapouri St,2,0,"$300,000",619,0,"$255,000","$255,000",4,0,0,0,0,0,0,0
9130,08/09/2019,7 Thompson Rd,1,0,"$146,500",590,0,"$110,000","$110,000",1,0,0,0,0,1,0,1
9072,28/08/2019,645 Marine Pd,,0,"$1,150,000",272,0,"$305,000","$305,000",0,0,0,0,0,0,0,0
8995,13/08/2019,112 A Nuffield Av,2,0,"$150,000",377,0,"$91,000","$91,000",4,0,0,1,0,0,0,1
8960,05/08/2019,1 Pelorus Av,2,RB,"$295,000",181260,0,"$9,000,000","$9,000,000",3,0,0,0,0,0,0,0
8956,05/08/2019,33 Pelorus Av,2,0,"$295,000",558,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
8950,02/08/2019,78 Meeanee Qu,1,0,"$430,000",627,0,"$305,000","$310,000",1,0,0,0,0,0,0,0
8929,26/07/2019,10 Arrow Pl,2,0,"$280,000",596,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
