Number,Sale.Date,Full Address,Bathrooms,Age,Total$,Land Area m2,Flrm2,Land$,Capital$,Brms,Pirimai,Onekawa,Marewa,Hospital Hill,Bluff Hill,flooding_status,flooding_zone
5679,6/11/2017,27 Pelorus Av,1,0,"$196,521",2548,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5677,6/11/2017,14 Ruahine Rd,2,0,"$197,391",644,0,"$255,000","$255,000",4,0,0,0,0,0,0,0
5673,6/11/2017,48 Eriksen Rd,2,RB,"$230,000",544,0,"$2,830,000","$2,830,000",3,0,0,0,0,0,0,0
5674,6/11/2017,54 Eriksen Rd,2,0,"$230,000",544,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
5633,30/10/2017,242 Guppy Rd,2,0,"$230,500",570,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5635,30/10/2017,244 Guppy Rd,2,0,"$230,500",573,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5634,30/10/2017,246 Guppy Rd,2,0,"$230,500",573,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5625,27/10/2017,9 Gee Pl,2,0,"$230,435",648,0,"$250,000","$250,000",5,0,0,0,0,0,0,0
5596,20/10/2017,32 Young Pl,2,0,"$259,000",571,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5595,20/10/2017,12 Young Pl,2,RB,"$259,000",571,0,"$2,300,000","$2,300,000",4,0,0,0,0,0,0,0
5590,19/10/2017,19 Pelorus Av,2,0,"$206,000",640,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5593,19/10/2017,240 Guppy Rd,2,0,"$505,000",1171,0,"$295,000","$295,000",5,0,0,0,0,0,0,0
5575,16/10/2017,11 Young Pl,2,0,"$221,000",668,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5573,16/10/2017,12 Young Pl,2,RB,"$212,500",574,0,"$2,300,000","$2,300,000",4,0,0,0,0,0,0,0
5568,15/10/2017,28 West Pl,1,0,"$280,000",365,0,"$255,000","$255,000",2,0,0,0,0,0,0,0
5570,15/10/2017,30 West Pl,2,RB,"$280,000",4879,0,"$875,000","$875,000",3,0,0,0,0,0,0,0
5559,12/10/2017,Oak Rd,,RB,"$445,000",1393,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
5560,12/10/2017,111 Oak Rd,2,0,"$445,000",1393,0,"$810,000","$810,000",3,0,0,0,0,0,0,0
5554,11/10/2017,18 Young Pl,2,0,"$226,087",1171,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5553,11/10/2017,240 Guppy Rd,2,0,"$226,087",1171,0,"$295,000","$295,000",5,0,0,0,0,0,0,0
5528,7/10/2017,12 Young Pl,2,0,"$255,000",607,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5527,6/10/2017,209 Willowbank Av,1,0,"$290,000",2824,0,"$290,000","$290,000",2,0,0,0,0,0,0,0
5518,5/10/2017,85 Orotu Dr,,RB,"$197,391",571484,0,"$10,800,000","$11,100,000",0,0,0,0,0,0,0,0
5503,3/10/2017,20 West Pl,2,0,"$350,000",678,0,"$300,000","$300,000",3,0,0,0,0,0,0,0
5505,3/10/2017,30 West Pl,2,RB,"$350,000",4879,0,"$875,000","$875,000",3,0,0,0,0,0,0,0
5504,3/10/2017,22 West Pl,2,0,"$361,000",716,0,"$320,000","$320,000",4,0,0,0,0,0,0,0
5499,1/10/2017,7 Ruahine Rd,2,0,"$226,000",633,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5494,29/09/2017,16 Young Pl,2,0,"$265,000",658,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5477,28/09/2017,16 Coote Rd,,0,"$99,000",506,0,"$100,000","$100,000",0,0,0,0,0,1,0,1
5481,28/09/2017,14 Young Pl,2,0,"$260,000",726,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
5456,22/09/2017,9 A Sealy Rd,1,0,"$80,000",571,0,"$80,000","$80,000",0,0,0,0,0,1,0,1
5442,20/09/2017,38 Pelorus Av,2,0,"$200,870",718,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
5443,20/09/2017,46 Pelorus Av,2,RB,"$196,521",2548,0,"$500,000","$500,000",4,0,0,0,0,0,0,0
5427,15/09/2017,169 A Shakespeare Rd,1,0,"$1,050,000",701,0,$0,$0,3,0,0,0,0,1,0,1
5413,13/09/2017,23 Aspiring Dr,2,0,"$280,000",630,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
5393,12/09/2017,23 Young Pl,2,0,"$221,739",544,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
5394,12/09/2017,25 Young Pl,2,0,"$221,739",552,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
5395,12/09/2017,27 Young Pl,2,0,"$221,739",559,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
5396,12/09/2017,30 Young Pl,2,0,"$221,739",581,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5391,12/09/2017,19 Young Pl,2,0,"$221,739",518,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
5392,12/09/2017,21 Young Pl,2,0,"$221,739",537,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
5397,12/09/2017,26 Young Pl,2,0,"$221,739",584,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5398,12/09/2017,28 Young Pl,2,0,"$221,739",584,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5400,12/09/2017,230 Guppy Rd,2,0,"$221,739",593,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5401,12/09/2017,232 Guppy Rd,2,0,"$221,739",593,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5402,12/09/2017,234 Guppy Rd,2,0,"$221,739",593,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5403,12/09/2017,236 Guppy Rd,2,0,"$221,739",593,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
5399,12/09/2017,224 Guppy Rd,2,0,"$221,739",593,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5388,11/09/2017,15 Young Pl,2,0,"$265,000",720,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
5351,01/09/2017,28 Kaituna Pl,2,0,"$245,000",526,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
5348,31/08/2017,7 Young Pl,5,0,"$550,000",1340,0,"$320,000","$320,000",6,0,0,0,0,0,0,0
5313,23/08/2017,5 Ridgeway Tc,,0,"$230,000",2426,0,"$235,000","$235,000",0,0,0,0,0,0,0,0
5286,21/08/2017,180 Hyderabad Rd,2,0,"$625,000",351,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
5294,21/08/2017,57 Kent Tc,,0,"$290,000",1004,0,"$210,000","$210,000",4,0,0,0,0,0,0,0
5279,18/08/2017,41 Kent Tc,,0,"$300,000",1296,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
5261,17/08/2017,24 A Golding Rd,2,0,"$240,000",350,0,"$195,000","$195,000",3,0,0,0,0,0,0,0
5251,15/08/2017,250 Guppy Rd,2,RB,"$3,100,000",22475,0,"$2,100,000","$2,100,000",3,0,0,0,0,0,0,0
5211,07/08/2017,285 Church Rd,3,0,"$485,000",1079,0,"$400,000","$440,000",5,0,0,0,0,0,0,0
5191,03/08/2017,83 A Charles St,2,0,"$320,000",393,0,"$220,000","$220,000",3,0,0,0,0,0,0,0
5151,24/07/2017,32 Pelorus Av,2,0,"$215,000",685,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
5152,24/07/2017,6 Pelorus Av,2,0,"$210,000",709,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
5155,24/07/2017,43 Kent Tc,,0,"$290,000",1211,0,"$230,000","$230,000",5,0,0,0,0,0,0,0
5143,21/07/2017,28 Pelorus Av,2,0,"$182,608",693,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
5138,21/07/2017,4 Pelorus Av,2,0,"$177,391",640,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
5134,21/07/2017,7 Kaituna Pl,1,0,"$245,000",550,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
5124,20/07/2017,30 Pelorus Av,2,0,"$210,000",689,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
5116,19/07/2017,66 B Franklin Rd,3,0,"$333,777",1651,0,"$205,000","$205,000",0,0,0,0,0,0,0,0
5069,10/07/2017,7 Ridgeway Tc,,0,"$230,000",2681,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
5064,07/07/2017,11 B West Pl,,OV,"$350,000",2605,0,"$15,000","$15,000",0,0,0,0,0,0,0,0
5058,06/07/2017,13 Lucknow Tc,,0,"$140,000",1186,0,"$155,000","$155,000",0,0,0,0,1,0,0,1
5003,27/06/2017,14 Aspiring Dr,2,0,"$245,000",600,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
5005,27/06/2017,17 Aspiring Dr,2,0,"$206,000",640,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
4968,16/06/2017,19 Aspiring Dr,2,0,"$225,000",622,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
4947,14/06/2017,9 A Meeanee Qu,1,0,"$297,500",345,0,"$245,000","$245,000",0,0,0,0,0,0,0,0
4916,07/06/2017,9 A Bill Hercock St,2,0,"$162,000",419,0,"$104,000","$104,000",3,0,0,0,0,0,0,0
4891,01/06/2017,14 France Rd,1,0,"$115,000",741,0,"$135,000","$135,000",1,0,0,0,0,1,0,1
4874,30/05/2017,48 Eriksen Rd,2,RB,"$235,000",565,0,"$2,830,000","$2,830,000",3,0,0,0,0,0,0,0
4875,30/05/2017,4 Kaituna Pl,2,0,"$235,000",565,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4857,26/05/2017,136 Eriksen Rd,,RB,"$2,000,000",39220,0,"$1,385,000","$1,385,000",0,0,0,0,0,0,0,0
4848,26/05/2017,5 Kaituna Pl,1,0,"$225,000",469,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
4843,25/05/2017,99 A Nelson Cr,1,0,"$205,000",527,0,"$135,000","$135,000",0,0,0,0,0,0,0,0
4826,22/05/2017,14 Kaituna Pl,2,0,"$213,043",527,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
4794,16/05/2017,16 Kaituna Pl,2,0,"$230,000",527,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4795,16/05/2017,50 Eriksen Rd,2,0,"$230,000",544,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
4777,15/05/2017,50 Napier Tc,,0,"$2,100,000",566,0,"$210,000","$210,000",0,0,0,0,1,0,0,1
4786,15/05/2017,46 Napier Tc,,0,"$2,100,000",833,0,"$260,000","$260,000",0,0,0,0,1,0,0,1
4788,15/05/2017,46 Napier Tc,,RB,"$2,100,000",12396,0,"$1,490,000","$1,540,000",0,0,0,0,1,0,0,1
4789,15/05/2017,54 A Napier Tc,,RB,"$2,100,000",21970,0,"$2,720,000","$2,950,000",0,0,0,0,1,0,0,1
4768,13/05/2017,45 Kent Tc,,0,"$275,000",1558,0,"$345,000","$345,000",4,0,0,0,0,0,0,0
4761,11/05/2017,47 Kent Tc,,0,"$400,000",3685,0,"$250,000","$250,000",0,0,0,0,0,0,0,0
4758,11/05/2017,48 Eriksen Rd,2,RB,"$245,000",1125,0,"$2,830,000","$2,830,000",3,0,0,0,0,0,0,0
4759,11/05/2017,24 Kaituna Pl,2,0,"$245,000",1125,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
4748,09/05/2017,48 Eriksen Rd,2,RB,"$270,000",914,0,"$2,830,000","$2,830,000",3,0,0,0,0,0,0,0
4736,09/05/2017,42 Hurunui Dr,2,0,"$195,652",500,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
4737,09/05/2017,22 Kaituna Pl,2,0,"$200,000",527,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4738,09/05/2017,29 Hurunui Dr,2,0,"$204,347",543,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4739,09/05/2017,52 Eriksen Rd,2,0,"$200,000",544,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
4742,09/05/2017,7 Kaituna Pl,1,0,"$208,695",550,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4745,09/05/2017,15 Kaituna Pl,2,0,"$226,086",621,0,"$255,000","$255,000",3,0,0,0,0,0,0,0
4749,09/05/2017,11 Kaituna Pl,1,0,"$270,000",914,0,"$270,000","$270,000",4,0,0,0,0,0,0,0
4720,05/05/2017,37 A Te Awa Av,1,0,"$185,000",423,0,"$110,000","$110,000",0,0,0,0,0,0,0,0
4704,02/05/2017,Oak Rd,,RB,"$425,000",1055,0,"$975,000","$975,000",0,0,0,0,0,0,0,0
4705,02/05/2017,105 Oak Rd,2,0,"$425,000",1055,0,"$790,000","$790,000",3,0,0,0,0,0,0,0
4697,02/05/2017,38 Hurunui Dr,2,0,"$230,000",483,0,"$230,000","$230,000",2,0,0,0,0,0,0,0
4683,01/05/2017,48 Eriksen Rd,2,RB,"$235,000",562,0,"$2,830,000","$2,830,000",3,0,0,0,0,0,0,0
4681,01/05/2017,40 Hurunui Dr,2,0,"$200,000",483,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
4682,01/05/2017,16 Kaituna Pl,2,0,"$200,000",527,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4684,01/05/2017,27 Hurunui Dr,3,0,"$235,000",562,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
4665,28/04/2017,48 Eriksen Rd,2,RB,"$245,000",526,0,"$2,830,000","$2,830,000",3,0,0,0,0,0,0,0
4662,28/04/2017,34 Hurunui Dr,2,0,"$200,000",483,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
4668,28/04/2017,8 Kaituna Pl,2,0,"$200,000",544,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4669,28/04/2017,20 Kaituna Pl,2,0,"$204,347",584,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4670,28/04/2017,18 Kaituna Pl,2,0,"$204,347",604,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4664,28/04/2017,3 Kaituna Pl,1,0,"$200,000",509,0,"$235,000","$235,000",4,0,0,0,0,0,0,0
4666,28/04/2017,30 Kaituna Pl,2,0,"$245,000",526,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
4646,24/04/2017,48 Eriksen Rd,2,RB,"$240,000",65482,0,"$2,830,000","$2,830,000",3,0,0,0,0,0,0,0
4637,24/04/2017,5 Kaituna Pl,1,0,"$195,652",469,0,"$230,000","$230,000",3,0,0,0,0,0,0,0
4638,24/04/2017,6 Kaituna Pl,1,0,"$200,000",521,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4639,24/04/2017,26 Kaituna Pl,2,0,"$260,000",527,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
4640,24/04/2017,50 Eriksen Rd,2,0,"$200,000",544,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
4641,24/04/2017,4 Kaituna Pl,2,0,"$204,347",565,0,"$240,000","$240,000",3,0,0,0,0,0,0,0
4647,24/04/2017,9 Kaituna Pl,1,0,"$240,000",65482,0,"$240,000","$240,000",4,0,0,0,0,0,0,0
4626,21/04/2017,48 Eriksen Rd,2,RB,"$230,000",521,0,"$2,830,000","$2,830,000",3,0,0,0,0,0,0,0
4566,07/04/2017,5 A Cassino Cr,2,0,"$187,000",490,0,"$138,000","$143,000",0,1,0,0,0,0,0,1
4558,05/04/2017,8 Benmore Pl,1,0,"$235,000",652,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
4557,05/04/2017,1 A Poaka Pl,3,0,"$275,000",648,0,"$185,000","$195,000",0,0,0,0,0,0,0,0
4539,01/04/2017,504 Shakespeare Tc,,0,"$1,600,000",871,0,"$275,000","$335,000",0,0,0,0,0,0,0,0
4542,01/04/2017,8 Ridgeway Tc,,0,"$273,000",5212,0,"$300,000","$305,000",4,0,0,0,0,0,0,0
4483,23/03/2017,1 Benmore Pl,1,0,"$208,000",641,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
4482,23/03/2017,18 Pukeko Pl,3,0,"$140,000",268,0,"$115,000","$120,000",3,0,0,0,0,0,0,0
4467,21/03/2017,60 Eriksen Rd,2,RB,"$190,000",458,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
4443,16/03/2017,53 Kent Tc,,0,"$239,130",1341,0,"$315,000","$315,000",4,0,0,0,0,0,0,0
4425,12/03/2017,15 Aspiring Dr,2,0,"$240,000",645,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
4421,10/03/2017,7 B Burlington Rd,2,0,"$160,000",1296,0,"$155,000","$155,000",3,0,0,0,1,0,0,1
4398,08/03/2017,11 A Avenue Rd,2,0,"$217,000",312,0,"$155,000","$155,000",2,0,0,0,0,0,0,0
4350,27/02/2017,10 Burlington Rd,2,0,"$104,000",990,0,"$104,000","$104,000",3,0,0,0,1,0,0,1
4338,24/02/2017,39 A Te Awa Av,2,0,"$180,000",545,0,"$125,000","$125,000",4,0,0,0,0,0,0,0
4342,24/02/2017,27 Howard Rd,2,0,"$280,000",822,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
4249,07/02/2017,75 A McElwee St,2,0,"$390,000",5137,0,"$385,000","$390,000",5,0,0,0,0,0,0,0
4233,03/02/2017,7 A Coverdale St,1,0,"$128,000",406,0,"$115,000","$115,000",1,0,1,0,0,0,0,1
4203,27/01/2017,6 Ridgeway Tc,,0,"$470,000",4897,0,"$330,000","$335,000",4,0,0,0,0,0,0,0
4159,19/01/2017,6 A West Pl,2,0,"$200,000",1012,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
4160,19/01/2017,3 Ridgeway Tc,,0,"$350,000",15080,0,"$255,000","$255,000",0,0,0,0,0,0,0,0
4147,18/01/2017,39 Heipipi Dr,2,0,"$465,000",5484,0,"$390,000","$390,000",4,0,0,0,0,0,0,0
4144,18/01/2017,86 Orotu Dr,2,0,"$155,652",615,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
4117,12/01/2017,259 Church Rd,2,0,"$289,000",961,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
4104,10/01/2017,60 Eriksen Rd,2,RB,"$195,000",465,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
4098,09/01/2017,60 Eriksen Rd,2,RB,"$195,000",456,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
4058,21/12/2016,11 Heipipi Dr,2,0,"$400,000",5057,0,"$370,000","$370,000",4,0,0,0,0,0,0,0
4050,20/12/2016,1 A Little Burke St,1,0,"$72,000",657,0,"$65,000","$65,000",0,0,0,0,0,0,0,0
4045,20/12/2016,60 Eriksen Rd,2,RB,"$195,000",456,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
4046,20/12/2016,70 Eriksen Rd,2,0,"$195,000",456,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
4040,17/12/2016,12 A Roslyn Rd,1,0,"$245,000",1001,0,"$395,000","$395,000",0,0,0,0,0,0,0,0
4033,16/12/2016,27 Rakaia Way,2,0,"$157,391",604,0,"$175,000","$175,000",3,0,0,0,0,0,0,0
4034,16/12/2016,1 Pelorus Av,2,0,"$204,000",667,0,"$180,000","$180,000",3,0,0,0,0,0,0,0
4016,14/12/2016,35 A Battery Rd,1,0,"$210,000",300,0,"$150,000","$150,000",2,0,0,0,0,1,0,1
4007,13/12/2016,37 A Merton Cr,2,0,"$80,000",453,0,"$100,000","$100,000",3,0,0,0,0,0,0,0
4000,12/12/2016,26 Rakaia Way,2,0,"$181,000",605,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
3997,10/12/2016,5 Ridgeway Tc,,0,"$253,000",5107,0,"$300,000","$300,000",0,0,0,0,0,0,0,0
3989,9/12/2016,9 Gebbie Rd,1,0,"$150,000",304,0,"$125,000","$125,000",3,0,0,0,0,0,0,0
3958,2/12/2016,36 Pelorus Av,2,0,"$212,000",675,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
3948,1/12/2016,16 Pelorus Av,2,0,"$180,000",609,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
3940,30/11/2016,14 Pelorus Av,2,0,"$194,000",608,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
3941,30/11/2016,28 Pelorus Av,2,0,"$212,000",693,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
3929,29/11/2016,5 Manganui Pl,3,0,"$195,000",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3927,28/11/2016,201 A Avenue Rd,2,0,"$245,000",475,0,"$190,000","$190,000",3,0,0,0,0,0,0,0
3897,21/11/2016,10 Benmore Pl,1,0,"$196,000",775,0,"$260,000","$260,000",3,0,0,0,0,0,0,0
3895,21/11/2016,8 Benmore Pl,1,0,"$196,000",652,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
3883,18/11/2016,12 Pelorus Av,2,0,"$188,000",533,0,"$245,000","$245,000",3,0,0,0,0,0,0,0
3885,18/11/2016,14 Aspiring Dr,2,0,"$177,391",600,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
3884,18/11/2016,16 Aspiring Dr,2,0,"$177,391",600,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
3860,16/11/2016,4 Benmore Pl,1,0,"$159,130",461,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
3864,16/11/2016,23 Aspiring Dr,2,0,"$206,000",630,0,"$170,000","$170,000",3,0,0,0,0,0,0,0
3865,16/11/2016,15 Pelorus Av,3,0,"$206,000",640,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
3858,15/11/2016,12 Benmore Pl,1,0,"$196,000",642,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
3850,14/11/2016,6 Pelorus Av,2,0,"$206,000",709,0,"$180,000","$180,000",3,0,0,0,0,0,0,0
3845,13/11/2016,37 A Te Awa Av,1,0,"$150,000",423,0,"$110,000","$110,000",0,0,0,0,0,0,0,0
3838,10/11/2016,9 Benmore Pl,1,0,"$170,434",669,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
3836,10/11/2016,5 Benmore Pl,1,0,"$170,434",661,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
3832,10/11/2016,39 A Merton Cr,2,0,"$135,000",504,0,"$120,000","$126,000",3,0,0,0,0,0,0,0
3835,10/11/2016,9 Aparima Pl,2,0,"$240,000",630,0,"$160,000","$160,000",4,0,0,0,0,0,0,0
3806,8/11/2016,8 Pelorus Av,2,0,"$163,478",512,0,"$235,000","$235,000",3,0,0,0,0,0,0,0
3819,8/11/2016,2 Aspiring Dr,2,0,"$177,391",676,0,"$180,000","$180,000",3,0,0,0,0,0,0,0
3827,8/11/2016,8 Aspiring Dr,2,0,"$173,043",777,0,"$180,000","$180,000",3,0,0,0,0,0,0,0
3815,8/11/2016,3 Benmore Pl,1,0,"$170,434",632,0,"$245,000","$245,000",4,0,0,0,0,0,0,0
3816,8/11/2016,7 Pelorus Av,2,0,"$206,000",644,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
3820,8/11/2016,5 Pelorus Av,2,0,"$179,130",677,0,"$250,000","$250,000",4,0,0,0,0,0,0,0
3822,8/11/2016,30 Pelorus Av,2,0,"$182,608",689,0,"$260,000","$260,000",4,0,0,0,0,0,0,0
3804,8/11/2016,60 Eriksen Rd,2,RB,"$205,000",504,0,"$850,000","$850,000",3,0,0,0,0,0,0,0
3803,8/11/2016,8 Manganui Pl,2,0,"$175,000",448,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3805,8/11/2016,23 Manganui Pl,2,0,"$205,000",504,0,"$155,000","$155,000",4,0,0,0,0,0,0,0
3790,5/11/2016,60 Eriksen Rd,2,RB,"$169,565",456,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
3791,5/11/2016,66 Eriksen Rd,2,0,"$169,565",456,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
3781,4/11/2016,3 Ruakituri Pl,2,0,"$195,000",465,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3774,2/11/2016,648 Main North Rd,,0,"$250,000",4530,0,"$200,000","$200,000",4,0,0,0,0,0,0,0
3767,2/11/2016,78 Eriksen Rd,2,0,"$200,000",613,0,"$160,000","$160,000",5,0,0,0,0,0,0,0
3756,1/11/2016,15 Benmore Pl,1,0,"$196,000",690,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
3746,31/10/2016,60 Eriksen Rd,2,RB,"$182,608",456,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
3747,31/10/2016,58 Eriksen Rd,2,0,"$182,608",456,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3748,31/10/2016,72 Eriksen Rd,2,0,"$169,565",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3749,31/10/2016,74 Eriksen Rd,2,0,"$169,565",457,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3737,29/10/2016,11 Aspiring Dr,2,0,"$206,000",644,0,"$170,000","$170,000",4,0,0,0,0,0,0,0
3728,28/10/2016,17 Pelorus Av,2,0,"$179,130",640,0,"$250,000","$250,000",3,0,0,0,0,0,0,0
3718,27/10/2016,24 Rakaia Way,2,0,"$181,000",605,0,"$175,000","$175,000",4,0,0,0,0,0,0,0
3707,26/10/2016,60 Eriksen Rd,2,RB,"$169,565",456,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
3708,26/10/2016,64 Eriksen Rd,2,0,"$169,565",456,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3668,19/10/2016,60 Eriksen Rd,2,RB,"$195,000",456,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
3669,19/10/2016,76 Eriksen Rd,2,0,"$195,000",456,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3670,19/10/2016,70 Eriksen Rd,2,0,"$195,000",456,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3672,19/10/2016,42 Waimakariri Dr,2,0,"$190,000",458,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3671,19/10/2016,68 Eriksen Rd,2,0,"$195,000",456,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
3655,18/10/2016,60 Eriksen Rd,2,RB,"$169,565",456,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
3656,18/10/2016,66 Eriksen Rd,2,0,"$169,565",456,0,"$150,000","$150,000",4,0,0,0,0,0,0,0
3645,17/10/2016,60 Eriksen Rd,2,RB,"$169,565",456,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
3644,17/10/2016,32 Waimakariri Dr,2,0,"$175,000",439,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3646,17/10/2016,60 Eriksen Rd,2,0,"$169,565",456,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3633,14/10/2016,60 Eriksen Rd,2,RB,"$165,217",473,0,"$450,000","$450,000",3,0,0,0,0,0,0,0
3640,14/10/2016,100 Eriksen Rd,1,RB,"$725,000",24718,0,"$430,000","$440,000",-,0,0,0,0,0,0,0
3634,14/10/2016,49 Waimakariri Dr,2,0,"$165,217",473,0,"$150,000","$150,000",3,0,0,0,0,0,0,0
3622,13/10/2016,22 George St,1,0,"$885,000",88,0,$0,$0,3,0,0,0,0,0,0,0
3611,12/10/2016,18 Rakaia Way,2,0,"$164,000",460,0,"$165,000","$165,000",3,0,0,0,0,0,0,0
3619,12/10/2016,31 Hospital Tc,,0,"$375,000",1130,0,"$410,000","$410,000",0,0,0,0,1,0,0,1
3589,6/10/2016,37 Hospital Tc,,0,"$320,000",821,0,"$220,000","$220,000",0,0,0,0,1,0,0,1
3575,4/10/2016,49 Massey Cr,2,0,"$56,521",379,0,"$75,000","$75,000",3,0,0,1,0,0,0,1
3571,3/10/2016,7 A Meeanee Qu,2,0,"$280,000",452,0,"$275,000","$275,000",3,0,0,0,0,0,0,0
